id_pregunta,pregunta,base_legal,opción_a,respuesta_a,opción_b,respuesta_b,opción_c,respuesta_c,opción_d,respuesta_d;;;;;;;;
"P451,""El consentimiento de adopción de la hija por parte de uno de los cónyuges o convivientes, en el caso señalado por la ley especial, requerirá de la siguiente formalidad:"",,Que sea rendida ante el juez especializado de la niñez y adolescencia.,0.0,""En apud acta celebrada ante la Oficina Para adopciones, o en acta notarial a presentarse ante el Juez competente."",0.0,""Que conste el consentimiento para la adopción por parte de los padres biológicos, en una declaración notarial redactada en escritura pública."",1.0,""Basta que el consentimiento de los padres biológicos se haga constar en acta ante la Procuradora General de la República, o delegado de la OPA, pues no se requiere intervención notarial."",0.0 ";;;;;;;;
"P452,¿Puede seguir ejerciendo las facultades después de la finalización del plazo para el que fue nombrado?,,""No, ya que la duración del plazo de su nombramiento finalizó, por lo cual, dicho contrato adolecería de un vicio de nulidad."",0.0,""Sí, ya que la ley permite que siga ejerciendo dichas facultades, aun después de la finalización del plazo para el que fue nombrado."",1.0,""No, ya que la ley lo prohíbe, careciendo de representación, desde la expiración del plazo."",0.0,""Sí, pero quien se obliga frente a terceros es el representante legal y no obliga a la sociedad."",0.0 ";;;;;;;;
"P453,Cuál es la vía procesal mediante la que debe tramitarse una declaración de dominio eminente para obras municipales e institucionales:,,Dicha acción es inexistente.,0.0,""La ley de declaración de dominio eminente para obras municipales e institucionales, indica que debe ser sometida mediante un proceso especial."",0.0,Proceso declarativo abreviado,1.0,Proceso declarativo común ante los tribunales contenciosos administrativos.,0.0 ";;;;;;;;
"P454,""Procedería a otorgar una Escritura de Modificación del Pacto social, en el cual se disminuya el capital social a cero y simultáneamente se eleve al mínimo legal establecido."",,""Sí, siempre y cuando se cumplan los requisitos previos para el aumento y disminución del capital social."",1.0,""No, ya que al disminuirlo a cero coloca a la sociedad en una causal de disolución."",0.0,""No, ya que la ley lo prohíbe."",0.0,Ninguna de las anteriores.,0.0 ";;;;;;;;
"P455,""El adolescente Edward posee diversos inmuebles los cuales ha adquirido producto de sus ganancias como Youtuber, pero temeroso de que en algún percance pueda perder la vida, decide otorgar su testamento ante sus oficios de notario, ante tal pedido usted le respondería:"",,""Que no puede otorgar testamento debido a que no es mayor de edad, conforme lo dispuesto en el artículo 1002 del Código Civil."",0.0,""Que, si puede otorgarlo siempre y cuando sus padres como representantes legales comparezcan junto a él para el otorgamiento del testamento, conforme lo dispuesto en el artículo 223 del Código de Familia."",0.0,""No es posible autorizar el testamento, en razón de que los fondos de los bienes no son acreditables, y podría tratarse de un escenario de lavado de dinero."",0.0,Ninguna de las anteriores,1.0 ";;;;;;;;
"P456,""Procedería usted como notario a celebrar la escritura de cesión de una participación social, cuando no se presenta la autorización que señala el art. 50 Código de Comercio:"",art. 50 Código de Comercio,""No, ya que adolecería de objeto ilícito."",0.0,""Si, ya que la autorización que establece dicha disposición legal no constituye un requisito de existencia ni de validez de dicho acto jurídico."",1.0,""No, ya que adolecería de falta de objeto."",0.0,""Sí, pero dicha compraventa no sería válida."",0.0 ";;;;;;;;
"P457,""La cancelación de una garantía que se pretenda inscribir en el Registro de la Propiedad Raíz e Hipotecas, será nula en los siguientes casos: "",,""Cuando estén incorrectos los nombres, apellidos, profesión y domicilio de los otorgantes"",0.0,""Cuando no se expresa el documento en cuya virtud se haga la cancelación ni los nombres de los otorgantes, del Notario y del Juez en su caso."",1.0,Ninguna de las anteriores,0.0,Cuando no se coloque el número de identificación tributaria homologado.,0.0 ";;;;;;;;
"P458,""¿En materia de derecho laboral la procuración no es obligatoria, No obstante, lo anterior, ¿por la aplicación supletoria del CPCM el poder para litigar debe ser?"",,Poder General,0.0,Poder Administrativo,0.0,Poder General Judicial,1.0,Poder Administrativo Especial,0.0 ";;;;;;;;
"P459,""Usted logra aprobar la presente prueba, por lo que es autorizado por la Corte Suprema de Justicia para ejercer el notariado, pero debido a que es recién autorizado como abogado y no tiene una amplia cartera de clientes, decide que para iniciar solo pedirá 20 folios para formar su libro de protocolo, a lo que se le responde:"",,Que en efecto se le autorizará la compra de los 20 folios por ser la primera vez que usted solicita la autorización para la compra de folios y así formar su libro de protocolo,0.0,Que por ley debe solicitar un mínimo de 50 folios para poder conformar su libro de protocolo.,0.0,Se le sugiere que compre unos 75 folios ya que su libro tendrá la vigencia de un año por lo que no podrá volver a pedir otro si es que el numero de folios solicitado no le alcanza para imprimir los instrumentos.,0.0,""Que usted como notario es conocedor que el mínimo de folios para conformar su libro de protocolo es de 25, por lo que deberá solicitarlo según el mínimo y máximo establecido en la Ley"",1.0 ";;;;;;;;
"P460,¿El legatario de un bien raíz adquiere el dominio de su legado de la siguiente manera?,,""Adquiere el dominio del legado desde el momento en que el juez o el notario respectivo, en las diligencias de aceptación de herencia, tiene por aceptado el legado"",0.0,Adquiere el dominio del legado desde el fallecimiento del causante,0.0,Adquiere el dominio del legado desde que el heredero universal es declarado como tal de forma definitiva,0.0,Adquiere el dominio del legado desde por medio de una escritura pública en que el tradente exprese entregarlo y el legatario recibirlo,1.0 ";;;;;;;;
"P461,""La señora Elizabeth Martínez acude ante usted, con un poder especial para otorgar testamento abierto a nombre de su mandante, usted como notario:"",,""Lo autoriza, pues en el poder se identifica adecuadamente al testador y a sus herederos"",0.0,""Autoriza el testamento, porque la ley no lo prohíbe expresamente"",0.0,""No lo autoriza, porque para otorgar un testamento abierto es necesario que comparezcan también testigos"",0.0,""No lo autoriza, porque es un acto indelegable"",1.0 ";;;;;;;;
"P462,""¿Los defectos ocultos de la cosa, cuyo dominio, uso o goce se transmitió por título oneroso, existentes al tiempo de la adquisición, se denominan?"",,Vicios de evicción,0.0,Vicios del consentimiento,0.0,Vicios redhibitorios,1.0,Vicios arcanos,0.0 ";;;;;;;;
"P463,¿Es posible que el notario autorice tal contrato?,,""Si pueden hacerlo, utilizando la firma electrónica certificada"",0.0,""Si pueden hacerlo, utilizando la firma electrónica simple"",0.0,""Si pueden hacerlo, con constancia de correos electrónicos de todos y firmándola únicamente el notario"",0.0,""No pueden hacerlo, debido a que es necesario su presencia ante notario"",1.0 ";;;;;;;;
P464,¿Qué haría usted como notario?,,Los aceptaría como testigos.,1.0,Los rechazaría como testigos.,0.0,Es necesario que le presenten una constancia de antecedentes penales.,0.0,Es necesario que le presenten una solvencia polícial.,0.0 ;;;;;;;;
"P465,""Carlos le prestó $20,000 a Anselmo, para que se documente tal préstamo comparecieron ante notario, quien levanta un acta notarial con todos los requisitos establecidos por la Ley de Notariado para su elaboración. ¿Cuál sería el valor probatorio de dicha acta notarial para efectos de juicio ejecutivo?"",,""El valor probatorio de los instrumentos públicos conforme al Código Procesal Civil y Mercantil, por reunir los requisitos que establece la ley para su elaboración"",0.0,El valor probatorio de plena prueba,0.0,Ningún valor probatorio,1.0,El valor probatorio de prueba indiciaria,0.0 ";;;;;;;;
"P466,""Ante sus oficios notariales se autoriza un instrumento de conformidad al Art. 1 de la Ley del Notariado, en que se haya conferido el cargo de apoderado a otro abogado, usted como notario autorizante puede ante sí y por mí sustituírselo a su favor."",Art. 1 de la Ley del Notariado,""Si puede ya que se trata de un acto unilateral de voluntad que no perjudica la espontaneidad y libertad de sus disposiciones, ni los derechos de terceros."",0.0,""No puede, por que el notario tiene un interés directo y de orden patrimonial, además no hay ninguna identidad con la persona que primigeniamente es la elegida por el otorgante para que lo represente."",1.0,""No puede, por que son actos notariales diferentes."",0.0,Si puede por que en los mandatos se deja la opción de sustituir el poder.,0.0 ";;;;;;;;
"P467,La actuación del notario consistirá:,,Levantar un acta notarial que tendrá que ser firmada por todos los comparecientes,0.0,Realizar la transcripción del acta de la junta en su libro de protocolo,0.0,Levantar un acta notarial por separado y luego proceder a su protocolización,0.0,""Realizar una escritura que contenga la descripción de lo actuado, la cual tendrá que ser firmada por todos los comparecientes"",1.0 ";;;;;;;;
"P468,En los procesos civiles podrá mostrarse parte como litigante un abogado con poder emitido en el extranjero cuando,,El poder haya sido emitido en escritura pública en país extranjero,0.0,El poder haya sido emitido en escritura pública en país extranjero cumpliendo los requisitos de los poderes en El Salvador,0.0,""El poder haya sido emitido en escritura pública en país extranjero, este debidamente apostillado y cumpla los requisitos de la ley salvadoreña"",1.0,Ninguno de los literales es correcto,0.0 ";;;;;;;;
"P469,""Ante sus oficios se elabora una escritura de compraventa, mediante la cual usted hace constar que el comprador entregó el precio y el vendedor el bien, los cuales fueron recibidos a su entera satisfacción. Pasada una semana las partes quieren que las cosas vuelvan a como se encontraban, es decir, el comprador quiere su dinero y el vendedor el bien que vendió. ¿Qué solución plantearía?"",,Rescindir el contrato de compraventa.,0.0,Elaborar un nuevo contrato de compraventa mediante una nueva escritura.,1.0,Otorgar una escritura de resciliación de la compraventa.,0.0,No presentar la escritura al Centro Nacional de Registros.,0.0 ";;;;;;;;
"P470,""La naturaleza jurídica de una carta, la cual ha sido protocolizada a solicitud de la persona que la elaboro es:"",,Instrumento público,0.0,Privado reconocido ante Notario,0.0,Escritura matriz,0.0,Documento privado,1.0 ";;;;;;;;
"P471,""Según la Ley de Procedimientos Administrativos, la representación deberá otorgarse mediante:"",,Escritura pública,0.0,Documento privado,0.0,Documento privado debidamente reconocido notarialmente,0.0,Instrumento público o documento privado con firma legalizada notarialmente,1.0 ";;;;;;;;
"P472,""Según la Ley de Compras Públicas, la comprobación y acreditación de la capacidad legal para ofertar y contratar, podrá efectuarse en todos los métodos de contratación, mediante declaración jurada otorgada en:"",,Escritura Pública,0.0,Documento privado debidamente reconocido ante notario,0.0,Escritura Pública o Documento privado debidamente reconocido ante notario,0.0,Acta notarial,1.0 ";;;;;;;;
P473,Los obligados al pago del impuesto sobre la transferencia de bienes raíces deberán presentar una declaración desde que realizó la escritura pública en un plazo de:,,30 días,0.0,60 días,1.0,90 días,0.0,10 días,0.0 ;;;;;;;;
P474,El poder para actuar en calidad de apoderado especial aduanero según la Ley de Simplificación Aduanera se otorga en:,,Documento privado con firma debidamente legalizada por notario ,0.0,Documento privado simple,0.0,Escritura pública,1.0,Acta notarial,0.0;;;;;;;;
"P475,""En el caso en que un Testamento abierto sea otorgado ante el Juez de Primera Instancia del lugar de donde es originario el testador, se le extiende el testimonio de forma especial para ser presentado para su inscripción en el Registro. Dicho testimonio debe:"",,Ser extendido únicamente por el Juez titular mediante una certificación del mismo,0.0,Ser extendido por el Secretario conforme al CPCM por ser una certificación de un expediente,0.0,El Juez de primera Instancia no tiene competencia para autorizar testamentos abiertos,0.0,Ser extendido por el Juez y autorizado por el Secretario del tribunal,1.0 ";;;;;;;;
